Crop,Crop_Year,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Moong(Green Gram),2015,Summer,200039.0,65014,1210.1,31588158.49,66012.87,0.332413793
Moong(Green Gram),2015,Winter,70356.0,15494,1210.1,11109915.96,23217.48,0.249545455
Potato,2015,Winter,5626.0,57236,1210.1,888401.66,1856.58,9.88962963
Ragi,2015,Autumn,14230.0,8780,1210.1,2247059.3,4695.9,0.597857143
Ragi,2015,Summer,297.0,265,1210.1,46899.27,98.01,0.782857143
Ragi,2015,Winter,31166.0,19281,1210.1,4921423.06,10284.78,0.533
Rapeseed &Mustard,2015,Winter,7308.0,1497,1210.1,1154006.28,2411.64,0.206785714
Rice,2015,Autumn,541000.0,390000,1210.1,85429310.0,178530.0,0.864583333
Rice,2015,Summer,234000.0,782000,1210.1,36950940.0,77220.0,2.619090909
Rice,2015,Winter,3167000.0,4702000,1210.1,500100970.0,1045110.0,1.417666667
Sesamum,2015,Autumn,2959.0,623,1210.1,467255.69,976.47,0.258
Sesamum,2015,Summer,4633.0,1219,1210.1,731597.03,1528.89,0.309047619
Sesamum,2015,Winter,12434.0,2300,1210.1,1963452.94,4103.22,0.182
Sugarcane,2015,Winter,8962.0,577158,1210.1,1415189.42,2957.46,58.85428571
Urad,2015,Autumn,20281.0,5005,1210.1,3202572.71,6692.73,0.282142857
Urad,2015,Summer,7564.0,3170,1210.1,1194431.24,2496.12,0.388
Urad,2015,Winter,46473.0,16207,1210.1,7338551.43,15336.09,0.311481481
Wheat,2015,Summer,367.0,494,1210.1,57952.97,121.11,1.2675
Groundnut,2016,Autumn,21190.0,20029,1460.5,3247367.5,7416.5,0.982380952
Groundnut,2016,Summer,19389.0,29731,1460.5,2971364.25,6786.15,1.491851852
Groundnut,2016,Winter,4355.0,5469,1460.5,667403.75,1524.25,1.24875
Horse-gram,2016,Summer,40.0,15,1460.5,6130.0,14.0,0.3375
Horse-gram,2016,Winter,34046.0,14838,1460.5,5217549.5,11916.1,0.396071429
Jute,2016,Autumn,753.0,1264,1460.5,115397.25,263.55,1.741666667
Maize,2016,Autumn,68457.0,195388,1460.5,10491035.25,23959.95,1.746521739
Maize,2016,Summer,2589.0,7542,1460.5,396764.25,906.15,1.770769231
Maize,2016,Winter,1344.0,1736,1460.5,205968.0,470.4,1.541818182
Moong(Green Gram),2016,Autumn,40753.0,17849,1460.5,6245397.25,14263.55,0.60875
Moong(Green Gram),2016,Summer,157356.0,74083,1460.5,24114807.0,55074.6,0.461153846
Moong(Green Gram),2016,Winter,128055.0,41693,1460.5,19624428.75,44819.25,0.407916667
Niger seed,2016,Winter,15018.0,4616,1460.5,2301508.5,5256.3,0.288888889
Potato,2016,Winter,6524.0,82158,1460.5,999803.0,2283.4,12.69703704
Ragi,2016,Autumn,14266.0,9107,1460.5,2186264.5,4993.1,0.594117647
Ragi,2016,Summer,78.0,54,1460.5,11953.5,27.3,0.652857143
Ragi,2016,Winter,32617.0,23981,1460.5,4998555.25,11415.95,0.702727273
Rapeseed &Mustard,2016,Winter,9698.0,3354,1460.5,1486218.5,3394.3,0.293214286
Rice,2016,Autumn,511550.0,657520,1460.5,78395037.5,179042.5,1.444074074
Rice,2016,Summer,224780.0,793690,1460.5,34447535.0,78673.0,2.745333333
Rice,2016,Winter,3226450.0,8343100,1460.5,494453462.5,1129257.5,2.543
Sesamum,2016,Autumn,3571.0,1027,1460.5,547255.75,1249.85,0.270909091
Sesamum,2016,Summer,1435.0,439,1460.5,219913.75,502.25,0.408333333
Sesamum,2016,Winter,11000.0,3429,1460.5,1685750.0,3850.0,0.2825
Sugarcane,2016,Winter,5493.0,344294,1460.5,841802.25,1922.55,56.1604
Urad,2016,Autumn,27899.0,11114,1460.5,4275521.75,9764.65,0.46
Urad,2016,Summer,15269.0,8309,1460.5,2339974.25,5344.15,0.4775
Urad,2016,Winter,65569.0,29995,1460.5,10048449.25,22949.15,0.412068966
Wheat,2016,Summer,57.0,80,1460.5,8735.25,19.95,0.95
Groundnut,2017,Autumn,14414.0,12959,1344.4,2269340.16,5477.32,1.061111111
Groundnut,2017,Summer,17089.0,22355,1344.4,2690492.16,6493.82,1.498518519
Groundnut,2017,Winter,1817.0,2466,1344.4,286068.48,690.46,1.304375
Horse-gram,2017,Summer,373.0,142,1344.4,58725.12,141.74,0.45
Horse-gram,2017,Winter,25841.0,10641,1344.4,4068407.04,9819.58,0.383571429
Jute,2017,Autumn,947.0,2360,1344.4,149095.68,359.86,2.055
Maize,2017,Autumn,44436.0,111619,1344.4,6996003.84,16885.68,1.745714286
Maize,2017,Summer,2132.0,5803,1344.4,335662.08,810.16,2.552857143
Maize,2017,Winter,374.0,527,1344.4,58882.56,142.12,2.14625
Moong(Green Gram),2017,Autumn,26254.0,8381,1344.4,4133429.76,9976.52,0.383333333
Moong(Green Gram),2017,Summer,127403.0,57568,1344.4,20058328.32,48413.14,0.444814815
Moong(Green Gram),2017,Winter,82357.0,25559,1344.4,12966286.08,31295.66,0.419130435
Niger seed,2017,Winter,18348.0,5991,1344.4,2888709.12,6972.24,0.264444444
Potato,2017,Winter,3966.0,41812,1344.4,624407.04,1507.08,11.95545455
Ragi,2017,Autumn,10042.0,7679,1344.4,1581012.48,3815.96,0.573333333
Ragi,2017,Summer,110.0,75,1344.4,17318.4,41.8,0.643333333
Ragi,2017,Winter,32440.0,24893,1344.4,5107353.6,12327.2,0.635
Rapeseed &Mustard,2017,Winter,8650.0,2819,1344.4,1361856.0,3287.0,0.327916667
Rice,2017,Autumn,530320.0,576840,1344.4,83493580.8,201521.6,1.218928571
Rice,2017,Summer,221940.0,695400,1344.4,34942233.6,84337.2,2.673571429
Rice,2017,Winter,3014130.0,5279130,1344.4,474544627.2,1145369.4,1.747
Sesamum,2017,Autumn,2441.0,598,1344.4,384311.04,927.58,0.301818182
Sesamum,2017,Summer,1848.0,510,1344.4,290949.12,702.24,0.352941176
Sesamum,2017,Winter,10515.0,3030,1344.4,1655481.6,3995.7,0.268333333
Sugarcane,2017,Winter,3713.0,240245,1344.4,584574.72,1410.94,56.588
Urad,2017,Autumn,20431.0,6410,1344.4,3216656.64,7763.78,0.372307692
Urad,2017,Summer,13987.0,6963,1344.4,2202113.28,5315.06,0.413333333
Urad,2017,Winter,42760.0,15322,1344.4,6732134.4,16248.8,0.382413793
Wheat,2017,Summer,73.0,158,1344.4,11493.12,27.74,2.387142857
Groundnut,2018,Autumn,10974.0,11237,1635.9,1779982.8,3840.9,1.1135
Groundnut,2018,Summer,14924.0,21685,1635.9,2420672.8,5223.4,1.6984
Groundnut,2018,Winter,1977.0,2669,1635.9,320669.4,691.95,1.4975
Horse-gram,2018,Summer,38.0,14,1635.9,6163.6,13.3,0.35
Horse-gram,2018,Winter,23569.0,8680,1635.9,3822891.8,8249.15,0.379310345
Jute,2018,Autumn,200.0,313,1635.9,32440.0,70.0,1.54
Maize,2018,Autumn,49126.0,113342,1635.9,7968237.2,17194.1,1.665652174
Maize,2018,Summer,2855.0,7452,1635.9,463081.0,999.25,2.334615385
Maize,2018,Winter,67.0,164,1635.9,10867.4,23.45,2.231
Moong(Green Gram),2018,Autumn,10615.0,2798,1635.9,1721753.0,3715.25,0.418
Moong(Green Gram),2018,Summer,143548.0,50843,1635.9,23283485.6,50241.8,0.405555556
Moong(Green Gram),2018,Winter,62479.0,17222,1635.9,10134093.8,21867.65,0.332173913
Niger seed,2018,Winter,18987.0,5195,1635.9,3079691.4,6645.45,0.231111111
Potato,2018,Winter,4900.0,54455,1635.9,794780.0,1715.0,13.01730769
Ragi,2018,Autumn,8511.0,5827,1635.9,1380484.2,2978.85,0.640909091
Ragi,2018,Summer,212.0,132,1635.9,34386.4,74.2,0.768333333
Ragi,2018,Winter,27944.0,19356,1635.9,4532516.8,9780.4,0.538888889
Rapeseed &Mustard,2018,Winter,6019.0,1657,1635.9,976281.8,2106.65,0.271428571
Rice,2018,Autumn,454370.0,527490,1635.9,73698814.0,159029.5,1.322916667
Rice,2018,Summer,274230.0,925810,1635.9,44480106.0,95980.5,2.586071429
Rice,2018,Winter,3130820.0,6280410,1635.9,507819004.0,1095787.0,1.982333333
Sesamum,2018,Autumn,1592.0,490,1635.9,258222.4,557.2,0.287
Sesamum,2018,Summer,2229.0,449,1635.9,361543.8,780.15,0.282857143
Sesamum,2018,Winter,11056.0,2563,1635.9,1793283.2,3869.6,0.212777778
Sugarcane,2018,Winter,6778.0,417672,1635.9,1099391.6,2372.3,57.58454545
Urad,2018,Autumn,13720.0,3583,1635.9,2225384.0,4802.0,0.336666667
Urad,2018,Summer,4571.0,2336,1635.9,741416.2,1599.85,0.469090909
Urad,2018,Winter,39560.0,13123,1635.9,6416632.0,13846.0,0.352758621
Wheat,2018,Summer,147.0,268,1635.9,23843.4,51.45,1.825
